coefficient,Estimate,Std.Error,AdjustedSE,zvalue,Pr(>|z|),mod_number,mod_names
General,-0.2667421804341668,0.15161342113728385,0.15380004301596623,1.7343439910902747,0.0828571,9,aE
RESPONSE,-0.16662949395537763,0.1732727085304054,0.17536251370927708,0.950200190626958,0.3420105,9,aE
x0008,0.30177448479711483,0.2633143692004732,0.2661701101727634,1.1337654877974153,0.2568929,9,aE
vacTotal,0.07642731847575826,0.1338818238625958,0.13597241920140424,0.5620795667579691,0.5740618,9,aE
meantmpAreaPop,0.26464786991840356,0.11870011370580645,0.12047350418362922,2.196730905370027,0.0280397,9,aE
AwarenessandEducation,-0.07004149271290983,0.16643234416275507,0.16836033963832997,0.41602133176597456,0.6773944,9,aE
DPSIRUSE:workTotal,-0.5604087625557965,0.5811331484919863,0.5915052109607934,0.9474282764906055,0.3434206,9,aE
DPSIRRESISTANCE:workTotal,1.2292577438528527,0.5648319741059538,0.574913093269452,2.1381627210162018,0.0325035,9,aE
DPSIRDRI:workTotal,-0.006275238879001873,0.6105044739852316,0.621400755772104,0.010098537571304933,0.9919427,9,aE
GDPcap_mean,-0.40654572950099566,0.17255733053658462,0.17477353946128413,2.326128604788334,0.0200117,9,aE
gini,0.17224761411582118,0.1362022375872369,0.13810935298775306,1.2471828329475654,0.2123305,9,aE
(Intercept),0,0,0,NA,NA,10,Dr
x0008,2.266155298882852,0.47902640610207897,0.48322572242902917,4.689641287081277,2.74e-6,10,Dr
RESPONSE,-0.16940045979830826,0.07207370316470033,0.07273551664693154,2.3289923218749102,0.01985947,10,Dr
MonitoringandSurveillance,-0.15486516742598325,0.0740934979778953,0.07477385813360128,2.0711137728011813,0.03834817,10,Dr
AwarenessandEducation,-0.11865065258121629,0.07277886064152755,0.07344714920003165,1.615456200458835,0.10621194,10,Dr
(Intercept),0,0,0,NA,NA,11,P
MonitoringandSurveillance,-0.3599779526126339,0.1361560424797362,0.13773593328010855,2.6135369619237983,0.008961,11,P
meantmpAreaPop,0.39767040178779484,0.11275161912034076,0.11435275325297556,3.4775761009273918,5.06e-4,11,P
infTotal,-0.12080886807200397,0.118528429181451,0.12010599804285933,1.0058520810000997,0.3144867,11,P
workTotal,-0.2888921823435362,0.1587714354344462,0.16023435556061724,1.802935340132143,0.0713984,11,P
General,-0.1643129798287809,0.13377997061251937,0.13541328915218342,1.2134184233876686,0.2249699,11,P
RESPONSE,-0.06926210033531052,0.18981379576453397,0.19134093672786617,0.3619826552527975,0.717365,11,P
sanTotal,-0.04189744179933166,0.11938016205571306,0.12099689408933527,0.3462687378437801,0.7291408,11,P
AwarenessandEducation,-0.13806454632519397,0.14252184188622116,0.144126854901559,0.9579376891245862,0.3380942,11,P
vacTotal,-0.04810409496666142,0.10883183725034681,0.11042582847205212,0.43562358220238456,0.6631099,11,P
